Bait	Bait Mutation Status and/or Drug Condition	Prey	AvePSM	Z	WD	Entropy	Prey Gene Name	
ESR1	wt	Q96II8	4.333333333	2.182178902	1.560635035	1.534326469	LRCH3	
ESR1	wt	Q9H299	4	5.613624908	2.658012894	1.559120237	SH3BGRL3	
ESR1	wt	O60285	3.666666667	23.89144269	403.7799699	1.510002757	NUAK1	
ESR1	wt	Q14254	3.666666667	6.957389001	5.339179355	1.546631615	FLOT2	
ESR1	wt	O60784	3.333333333	Inf	NA	1.533396631	TOM1	
ESR1	wt	Q15154	3.333333333	5.312033533	63.26016361	1.502855774	PCM1	
ESR1	wt	P10619	3.333333333	9.918373506	13.35154944	1.573355385	CTSA	
ESR1	wt	Q9BY89	3.333333333	12.66078505	11.07869581	1.573355385	KIAA1671	
ESR1	wt	Q96C19	3.333333333	1.75797991	6.095789261	1.502855774	EFHD2	
ESR1	wt	Q9NS25	3	5.339064408	14.22100016	1.541007871	SPANXB1	
ESR1	wt	Q5T749	3	1.586700899	2.54269449	1.399581231	KPRP	
ESR1	wt	Q96FS4	2.666666667	7.689185876	77.220035	1.517528789	SIPA1	
ESR1	wt	Q96PY5	2.666666667	3.477520422	17.60659355	1.566367267	FMNL2	
ESR1	wt	Q8WYL5	2.666666667	2.718407313	12.57867175	1.360388078	SSH1	
ESR1	wt	P13861	2.666666667	3.378554182	1.550224986	1.566367267	PRKAR2A	
ESR1	wt	Q6ZVM7	2.333333333	Inf	NA	1.56320209	TOM1L2	
ESR1	wt	O15145	2.333333333	2.809981536	3.62287631	1.483355755	ARPC3	
ESR1	wt	Q9GZR7	2	Inf	NA	1.493709546	DDX24	
ESR1	wt	Q9H0E2	2	12.96237848	1549.551219	1.493709546	TOLLIP	
ESR1	wt	Q9BPX5	2	7.488207784	35.38555085	1.584962501	ARPC5L	
ESR1	wt	O00151	2	3.46421476	34.56257892	1.339664264	PDLIM1	
ESR1	wt	Q9Y5B9	2	3.782129799	30.29763352	1.584962501	SUPT16H	
ESR1	wt	O14908	2	9.167750327	28.61438156	1.339664264	GIPC1	
ESR1	wt	Q96HE7	2	2.910396929	17.27397595	1.584962501	ERO1L	
ESR1	wt	P08754	2	3.480704817	4.65658322	1.584962501	GNAI3	
ESR1	wt	Q86V48	2	3.238068541	2.255632756	1.493709546	LUZP1	
ESR1	wt	O00443	2	3.480704817	1.503915904	1.165784052	PIK3C2A	
EZH2	wt	Q15022	32.33333333	6.403167451	6232.990757	1.582990421	SUZ12	
EZH2	wt	Q15910	28.66666667	Inf	NA	1.58362033	EZH2	
EZH2	wt	O75530	27.66666667	Inf	NA	1.584757211	EED	
EZH2	wt	Q5T6S3	13.33333333	Inf	NA	1.579012487	PHF19	
EZH2	wt	O43189	13	Inf	NA	1.584962501	PHF1	
EZH2	wt	Q6ZN18	10.33333333	Inf	NA	1.583567627	AEBP2	
EZH2	wt	Q92833	5	6.403167451	2451.072996	1.567955436	JARID2	
EZH2	wt	P22314	4	2.56185738	1.958046271	1.559120237	UBA1	
EZH2	wt	Q8N655	3.333333333	6.403167451	2001.292721	1.573355385	C10orf12	
EZH2	wt	Q86VP6	3	1.520475721	1.782789725	1.463458299	CAND1	
EZH2	wt	Q9NR28	2.666666667	2.768024919	1.60711428	1.566367267	DIABLO	
EZH2	wt	Q9Y483	2.333333333	6.403167451	1674.401621	1.428412468	MTF2	
EZH2	wt	Q92800	2.333333333	10.73208868	87.41837965	1.56320209	EZH1	
FANCC	wt	Q00597	32.33333333	221.5203004	6196.705384	1.583915705	FANCC	
FANCC	wt	P51648	3.666666667	6.708238392	2087.478189	1.546631615	ALDH3A2	
FANCC	wt	Q9NX40	3.666666667	5.053233171	1.043613734	1.546631615	OCIAD1	
FANCC	wt	P08123	3.333333333	6.708238392	1990.332359	1.502855774	COL1A2	
FANCC	wt	P02452	3	Inf	NA	1.541007871	COL1A1	
FANCC	wt_eto	Q00597	31.33333333	214.6646458	6100.127442	1.583848694	FANCC	
FANCC	wt_eto	P51648	3.333333333	6.708238392	1990.332359	1.573355385	ALDH3A2	
FOXA1	wt	P55317	21.66666667	6.403167451	5102.315318	1.583650503	FOXA1	
FOXA1	wt	Q02809	21	38.51670766	2.72370491	1.584962501	PLOD1	
FOXA1	wt	Q99590	5.666666667	7.795853307	2.586311468	1.552594267	SCAF11	
FOXA1	wt	Q86VP6	4.666666667	2.704904272	2.223529447	1.504464365	CAND1	
FOXA1	wt	P19883	4.333333333	20.11811877	166.490872	1.577759502	FST	
FOXA1	wt	P05362	4.333333333	2.095126769	2.870379839	1.534326469	ICAM1	
FOXA1	wt	Q86UW7	4	4.439574639	3.203719252	1.559120237	CADPS2	
FOXA1	wt	P27105	4	7.202513241	2.456163593	1.559120237	STOM	
FOXA1	wt	Q5T749	3.666666667	2.050837897	2.811054527	1.510002757	KPRP	
FOXA1	wt	P49759	2.666666667	1.608682537	1.526796725	1.566367267	CLK1	
FOXA1	wt	P15514	2.333333333	15.14819132	149.70087	1.56320209	AREG	
FOXA1	wt	P98194	2.333333333	6.120111331	13.39297357	1.56320209	ATP2C1	
FOXA1	wt	P04259	2.333333333	3.157188994	13.00344425	1.56320209	KRT6B	
FOXA1	wt	O95831	2.333333333	5.810679526	2.338345399	1.56320209	AIFM1	
FOXA1	wt	P49761	2.333333333	1.646825137	2.066952015	1.56320209	CLK3	
FOXA1	wt	P40763	2.333333333	1.690991349	1.6823906	1.483355755	STAT3	
FOXA1	wt	Q14318	2.333333333	3.640845888	1.520364391	1.483355755	FKBP8	
FOXA1	wt	Q14108	2	7.488207784	8.665588601	1	SCARB2	
FOXA1	wt	Q12907	2	7.488207784	7.913026484	1.493709546	LMAN2	
FOXA1	wt	Q14123	2	2.817324673	4.697656671	1	PDE1C	
FOXA1	wt	P42356	2	4.505106335	4.627661111	1.22857638	PI4KA	
FOXA1	wt	Q99575	2	3.95075728	2.984788454	1.584962501	POP1	
FOXA1	wt	Q70J99	2	2.761460746	2.62215271	1.493709546	UNC13D	
FOXA1	wt	Q9NYV4	2	2.478084517	1.751326955	1.493709546	CDK12	
FOXA1	wt	Q13724	2	2.432362141	1.691786804	1.584962501	MOGS	
FOXA1	wt	Q68D10	2	2.265468323	1.690072566	1.493709546	SPTY2D1	
HRAS	g12d	Q13671	21.66666667	Inf	NA	1.583650503	RIN1	
HRAS	g12d	P01112	17.66666667	25.94813323	261.273164	1.583006618	HRAS	
HRAS	g12d	P04049	7.666666667	Inf	NA	1.56696715	RAF1	
HRAS	g12d	P54886	4.666666667	2.361796006	2.035551495	1.560251865	ALDH18A1	
HRAS	g12d	Q96AE4	3.666666667	5.735619399	5.488451699	1.546631615	FUBP1	
HRAS	g12d	Q8WYP3	3.333333333	Inf	NA	1.573355385	RIN2	
HRAS	g12d	Q53EU6	3	4.721799123	5.067738405	1.584962501	AGPAT9	
HRAS	g12d	Q02818	3	4.326935504	1.524254335	1.541007871	NUCB1	
HRAS	g12d	Q9BTC0	2.333333333	5.017285839	4.184550438	1.56320209	DIDO1	
HRAS	g12d	Q9BXK1	2.333333333	3.742963455	3.92189793	1.483355755	KLF16	
HRAS	g12d	Q96S94	2.333333333	3.640845888	2.595975738	1.428412468	CCNL2	
HRAS	g12d	Q8TAT6	2	7.488207784	17.9632119	1.584962501	NPLOC4	
HRAS	g12d	Q96TA2	2	4.246774086	3.400106894	1.584962501	YME1L1	
HRAS	g12d	P67812	2	2.694845797	1.947433318	1.584962501	SEC11A	
HRAS	g12d	Q15054	2	3.791845794	1.854685526	1.493709546	POLD3	
HRAS	g12d	Q9NVH1	2	1.61612605	1.844899951	1.493709546	DNAJC11	
HRAS	wt	Q13671	29.33333333	Inf	NA	1.583693819	RIN1	
HRAS	wt	P01112	17	24.96116311	256.2960765	1.584962501	HRAS	
HRAS	wt	P04049	14	Inf	NA	1.584962501	RAF1	
HRAS	wt	Q8WYP3	9.333333333	Inf	NA	1.573103505	RIN2	
HRAS	wt	P10398	7.333333333	16.57496215	18.41506599	1.566146831	ARAF	
HRAS	wt	P54886	6	3.174253832	2.308098444	1.492132447	ALDH18A1	
HRAS	wt	Q9UGI8	5.666666667	1.618517529	2.916716155	1.580419993	TES	
HRAS	wt	Q53EU6	4.333333333	7.016006607	6.090663556	1.577759502	AGPAT9	
HRAS	wt	Q96AE4	4	6.299993848	5.73250084	1.559120237	FUBP1	
HRAS	wt	O15211	3.666666667	Inf	NA	1.574627401	RGL2	
HRAS	wt	P18206	3.666666667	2.735891665	4.085126171	1.574627401	VCL	
HRAS	wt	Q29RF7	3.666666667	3.986711659	3.177602893	1.546631615	PDS5A	
HRAS	wt	Q9HB71	3.333333333	6.991247122	5.8716535	1.404826958	CACYBP	
HRAS	wt	O75676	3.333333333	5.17124495	1.934888646	1.573355385	RPS6KA4	
HRAS	wt	Q9HDC9	3.333333333	6.460743342	1.705733875	1.502855774	APMAP	
HRAS	wt	P51570	3	3.342260287	2.061286857	1.584962501	GALK1	
HRAS	wt	P40763	3	2.309822226	1.907651629	1.584962501	STAT3	
HRAS	wt	P28340	2.666666667	1.581899993	2.031338146	1.446554269	POLD1	
HRAS	wt	P22307	2.666666667	4.895448616	1.92095789	1.566367267	SCP2	
HRAS	wt	P13995	2.333333333	Inf	NA	1.56320209	MTHFD2	
HRAS	wt	P38117	2.333333333	7.622627657	17.70091941	1.483355755	ETFB	
HRAS	wt	P19367	2.333333333	3.247820303	9.029091074	1.56320209	HK1	
HRAS	wt	O94826	2.333333333	7.622627657	5.816568978	1.56320209	TOMM70A	
HRAS	wt	Q9H5Q4	2.333333333	3.856899418	3.1646294	1.483355755	TFB2M	
HRAS	wt	P51153	2.333333333	5.160110624	2.33804468	1.56320209	RAB13	
HRAS	wt	P67812	2.333333333	3.238875699	2.103468394	1.56320209	SEC11A	
HRAS	wt	Q9UBF2	2.333333333	4.705790894	1.704512973	1.428412468	COPG2	
HRAS	wt	Q8TAT6	2	7.488207784	17.9632119	1.493709546	NPLOC4	
HRAS	wt	P04114	2	5.715245621	16.91806203	1.584962501	APOB	
HRAS	wt	P61009	2	3.843599331	2.969858332	1.584962501	SPCS3	
HRAS	wt	Q9BT22	2	9.167750327	2.803038376	0.963745994	ALG1	
HRAS	wt	Q9UBB4	2	2.834169203	1.647927865	1.584962501	ATXN10	
MLH1	wt	P40692	53.66666667	80.47857142	8.102023136	1.583914477	MLH1	
MLH1	wt	P54278	15.66666667	Inf	NA	1.567675894	PMS2	
MLH1	wt	Q9BX63	12.33333333	Inf	NA	1.555987281	BRIP1	
MLH1	wt	P54277	12	Inf	NA	1.561871307	PMS1	
MLH1	wt	P04264	11.66666667	5.36693994	1.859319555	1.583838561	KRT1	
MLH1	wt	Q5VTE0	10.33333333	4.830895725	730.0686168	1.583567627	EEF1A1P5	
MLH1	wt	P0DN76	5.333333333	3.269188541	522.2362134	1.550597657	U2AF1L5	
MLH1	wt	P14678	5	4.090814616	1.821906237	1.567955436	SNRPB	
MLH1	wt	Q16778	4	7.478806014	464.7511175	1.559120237	HIST2H2BE	
MLH1	wt	P01617	3	4.692683304	390.3190585	1.584962501	IGKV2D-28	
MLH1	wt	Q9UNX3	2.333333333	4.277495607	354.9595292	1.56320209	RPL26L1	
MLH1	wt	Q99878	2.333333333	11.22767931	344.2290535	1.56320209	HIST1H2AJ	
MLH1	wt	Q59GN2	2	6.709789609	544.8859543	1.493709546	RPL39P5	
MLH1	wt	P0DMV8	2	9.593930311	318.6941767	1.493709546	HSPA1A	
MLH1	wt	P80297	2	4.692683304	318.6941767	1.584962501	MT1X	
MLH1	wt	P0C0L4	2	5.049904925	71.02192299	1.584962501	C4A	
MLH1	wt_eto	P40692	51.66666667	77.46142742	7.949620378	1.583104031	MLH1	
MLH1	wt_eto	P54277	12.66666667	Inf	NA	1.569177929	PMS1	
MLH1	wt_eto	P54278	10.66666667	Inf	NA	1.583623703	PMS2	
MLH1	wt_eto	Q5VTE0	10	4.668367379	718.1967912	1.580451714	EEF1A1P5	
MLH1	wt_eto	P04264	10	4.526679523	1.721395416	1.554433366	KRT1	
MLH1	wt_eto	Q9BX63	8.666666667	Inf	NA	1.537815858	BRIP1	
MLH1	wt_eto	P0DN76	5.666666667	3.486517907	538.3087674	1.567711658	U2AF1L5	
MLH1	wt_eto	P14678	5.333333333	4.400425384	1.881656671	1.58006019	SNRPB	
MLH1	wt_eto	P01617	3.333333333	5.237266305	411.432413	1.573355385	IGKV2D-28	
MLH1	wt_eto	Q16778	3	5.55801977	402.4862742	1.541007871	HIST2H2BE	
MLH1	wt_eto	P62308	2	4.692683304	318.6941767	1.584962501	SNRPG	
MLH1	wt_eto	P80297	2	4.692683304	318.6941767	1.584962501	MT1X	
MLH1	wt_eto	P0C0L4	2	5.049904925	71.02192299	1.493709546	C4A	
MSH2	wt_Eto	P52701	91.66666667	69.32128544	14.35338586	1.584829693	MSH6	
MSH2	wt_Eto	P43246	79	28.24090769	9.927278233	1.58488609	MSH2	
MSH2	wt_Eto	P20585	34.66666667	Inf	NA	1.584442304	MSH3	
MSH2	wt_Eto	Q9H4L7	17	Inf	NA	1.573994463	SMARCAD1	
MSH2	wt_Eto	Q9NXL9	10.33333333	67.60769951	1245.277566	1.575214605	MCM9	
MSH2	wt_Eto	Q9UQ84	4.666666667	6.403167451	2367.961481	1.578392733	EXO1	
MSH2	wt_Eto	Q9NQW6	4	5.151599663	2.893359967	1.559120237	ANLN	
MSH2	wt_Eto	Q9UJA3	3.666666667	Inf	NA	1.574627401	MCM8	
MSH2	wt_Eto	Q9HCD5	3	2.872924778	2.511549443	1.541007871	NCOA5	
MSH2	wt_Eto	Q5UIP0	3	2.405322812	1.832249106	1.463458299	RIF1	
MSH2	wt_Eto	O95292	3	5.094561171	1.534339442	1.541007871	VAPB	
MSH2	wt_Eto	Q02413	2.333333333	3.984617105	8.184615501	1.56320209	DSG1	
MSH2	wt_Eto	Q9UMZ2	2.333333333	6.257186664	4.438489786	1.56320209	SYNRG	
MSH2	wt_Eto	P30533	2.333333333	2.789015507	2.8043095	1.428412468	LRPAP1	
MSH2	wt_Eto	Q96MN5	2.333333333	5.160110624	2.073526771	1.56320209	TCEANC2	
MSH2	wt_Eto	O75717	2.333333333	2.92960153	2.002450747	1.56320209	WDHD1	
MSH2	wt_Eto	Q9UDR5	2	3.625899836	6.357814315	1.584962501	AASS	
MSH2	wt_Eto	Q8WWK9	2	2.809616605	4.976952411	1.493709546	CKAP2	
MSH2	wt_Eto	P46013	2	2.067185481	2.753394814	1.493709546	MKI67	
MSH2	wt_Eto	O95831	2	4.91832517	2.164887171	1.493709546	AIFM1	
MSH2	wt_Eto	Q9C002	2	2.072008154	1.932213681	1.584962501	NMES1	
MSH2	wt_Eto	P51587	2	3.541723275	1.505053071	1.22857638	BRCA2	
MSH2	wt	P52701	89.66666667	67.80110766	14.19593994	1.584410228	MSH6	
MSH2	wt	P43246	74.33333333	26.54926327	9.629604547	1.584933791	MSH2	
MSH2	wt	P20585	35.33333333	Inf	NA	1.582577328	MSH3	
MSH2	wt	Q9H4L7	18.66666667	Inf	NA	1.579269769	SMARCAD1	
MSH2	wt	Q9NXL9	6	39.19213258	948.9024542	1.550496948	MCM9	
MSH2	wt	Q9H269	2	4.81860021	25.13974063	1.584962501	VPS16	
MSH2	wt	Q9Y263	2	4.246774086	8.528927151	1.584962501	PLAA	
MSH2	wt	O60488	2	4.029437997	2.344270674	1.493709546	ACSL4	
MTDH	a78s	Q86UE4	89.33333333	40.84562111	3.173755738	1.584584331	MTDH	
MTDH	a78s	Q7KZF4	84.33333333	43.71250139	2.847205712	1.583600459	SND1	
MTDH	a78s	Q9NR30	23.33333333	11.62234323	3.100013546	1.582971226	DDX21	
MTDH	a78s	O95782	16.33333333	5.868595475	2.494317174	1.584389157	AP2A1	
MTDH	a78s	Q02878	14	4.244410558	2.310728797	1.582619827	RPL6	
MTDH	a78s	Q96SB4	12.66666667	14.73217824	1.665129095	1.584005556	SRPK1	
MTDH	a78s	P18124	10.66666667	4.646643643	1.978758862	1.575523802	RPL7	
MTDH	a78s	Q5SSJ5	10.33333333	12.74721015	6.839244037	1.579197803	HP1BP3	
MTDH	a78s	P63010	10.33333333	4.073149101	1.950046771	1.566005044	AP2B1	
MTDH	a78s	P62906	10.33333333	5.793846573	1.697338686	1.575214605	RPL10A	
MTDH	a78s	Q03426	9.666666667	Inf	NA	1.583340773	MVK	
MTDH	a78s	O95793	8.666666667	56.67863531	102.0039489	1.559879176	STAU1	
MTDH	a78s	O60832	7	14.57572733	4.324578198	1.556624279	DKC1	
MTDH	a78s	Q9UHB9	5.666666667	6.746442313	1.543749063	1.552594267	SRP68	
MTDH	a78s	Q8TDN6	5.333333333	14.31555453	11.39963249	1.564053541	BRIX1	
MTDH	a78s	P51116	5	19.12650663	22.10690763	1.584962501	FXR2	
MTDH	a78s	Q9Y3B7	5	16.6959284	17.48144813	1.567955436	MRPL11	
MTDH	a78s	Q15397	4.666666667	11.6399931	18.5382672	1.578392733	KIAA0020	
MTDH	a78s	Q9NW13	4.666666667	9.567400931	6.129843536	1.537855236	RBM28	
MTDH	a78s	Q8WXX5	4.666666667	4.998489589	1.82774216	1.578392733	DNAJC9	
MTDH	a78s	Q9H6W3	4.333333333	Inf	NA	1.553763114	NO66	
MTDH	a78s	O43169	4	15.24707368	34.32608348	1.559120237	CYB5B	
MTDH	a78s	Q7Z2W4	4	7.849803161	3.507617353	1.512346202	ZC3HAV1	
MTDH	a78s	Q99848	4	5.221726917	1.765263218	1.559120237	EBNA1BP2	
MTDH	a78s	Q7L2E3	3.666666667	23.89144269	403.7799699	1.546631615	DHX30	
MTDH	a78s	Q8TDD1	3.666666667	7.731699404	8.095219529	1.574627401	DDX54	
MTDH	a78s	Q9UKD2	3.666666667	6.332222924	3.967072898	1.574627401	MRTO4	
MTDH	a78s	P18583	3.666666667	4.845264611	1.847850201	1.510002757	SON	
MTDH	a78s	Q9GZR7	3.333333333	Inf	NA	1.407618614	DDX24	
MTDH	a78s	P09132	3.333333333	9.918373506	8.672085744	1.573355385	SRP19	
MTDH	a78s	Q00577	3	Inf	NA	1.584962501	PURA	
MTDH	a78s	Q13868	3	19.519817	32.66740802	1.463458299	EXOSC2	
MTDH	a78s	P42285	3	13.86076538	17.31609738	1.541007871	SKIV2L2	
MTDH	a78s	O95104	3	19.519817	17.20520341	1.541007871	SCAF4	
MTDH	a78s	P78344	3	5.766213433	3.481814693	1.541007871	EIF4G2	
MTDH	a78s	Q08170	3	5.766213433	2.527403449	1.433176173	SRSF4	
MTDH	a78s	Q15024	2.666666667	Inf	NA	1.517528789	EXOSC7	
MTDH	a78s	Q15050	2.666666667	Inf	NA	1.446554269	RRS1	
MTDH	a78s	Q9BQ39	2.666666667	17.33400416	121.7442416	1.566367267	DDX50	
MTDH	a78s	Q13310	2.666666667	8.756790249	11.4235147	1.517528789	PABPC4	
MTDH	a78s	P56537	2.666666667	3.081164625	6.441656557	1.566367267	EIF6	
MTDH	a78s	P53680	2.666666667	4.616862624	2.009283218	1.566367267	AP2S1	
MTDH	a78s	Q9H4G0	2.333333333	Inf	NA	1.428412468	EPB41L1	
MTDH	a78s	P16989	2.333333333	15.14819132	113.8813103	1.56320209	CSDA	
MTDH	a78s	Q8WYP5	2.333333333	4.769890278	8.003927906	1.56320209	AHCTF1	
MTDH	a78s	Q5C9Z4	2	Inf	NA	1.493709546	NOM1	
MTDH	a78s	Q8TF66	2	Inf	NA	1.493709546	LRRC15	
MTDH	a78s	Q8WTT2	2	Inf	NA	1.493709546	NOC3L	
MTDH	a78s	O43491	2	6.403167451	1550.194676	1.584962501	EPB41L2	
MTDH	a78s	O43747	2	6.403167451	1550.194676	1.493709546	AP1G1	
MTDH	a78s	Q9NQT5	2	12.96237848	298.2112711	1.493709546	EXOSC3	
MTDH	a78s	Q9NZM5	2	9.167750327	39.98981394	1.493709546	GLTSCR2	
MTDH	a78s	Q96PY5	2	2.515890981	15.24775728	1.493709546	FMNL2	
MTDH	a78s	Q92900	2	7.488207784	8.665588601	1	UPF1	
MTDH	a78s	Q96JJ7	2	5.807625933	4.467352481	1.584962501	TMX3	
MTDH	a78s	Q99459	2	3.352371587	2.245179715	1.493709546	CDC5L	
MTDH	a78s	P56182	2	4.606870501	1.75194334	1	RRP1	
MTDH	a78s	Q8IY17	2	2.483462444	1.627515987	1.584962501	PNPLA6	
MTDH	wt	P35579	216	2.00632476	2.469408943	1.584838808	MYH9	
MTDH	wt	Q15149	212.6666667	1.682253253	2.367183756	1.584577922	PLEC	
MTDH	wt	Q01082	113.6666667	1.912807848	2.645907968	1.584876036	SPTBN1	
MTDH	wt	Q13813	113.6666667	1.620748968	2.19405976	1.583982425	SPTAN1	
MTDH	wt	Q86UE4	86.33333333	39.44773861	3.120009986	1.584304975	MTDH	
MTDH	wt	Q7KZF4	80.33333333	41.60015351	2.778862812	1.583766558	SND1	
MTDH	wt	O43795	44.66666667	1.973737967	3.820718926	1.582019809	MYO1B	
MTDH	wt	O00159	41.33333333	1.401848648	2.146960322	1.584318492	MYO1C	
MTDH	wt	O95425	37.66666667	1.601740971	5.579519153	1.580265922	SVIL	
MTDH	wt	Q69YQ0	33.66666667	2.226303026	6.232823662	1.584411352	SPECC1L	
MTDH	wt	Q6WCQ1	33	1.537687832	5.979595744	1.584962501	MPRIP	
MTDH	wt	Q9P0K7	27.33333333	2.196474221	9.871022991	1.579019062	RAI14	
MTDH	wt	P06396	27.33333333	2.167392575	3.670714767	1.584753907	GSN	
MTDH	wt	O14974	27	2.363083568	2.570225079	1.584962501	PPP1R12A	
MTDH	wt	Q16643	24	2.095584024	14.03806702	1.582490449	DBN1	
MTDH	wt	Q9ULV4	19.66666667	2.151516207	2.559281878	1.577265215	CORO1C	
MTDH	wt	O95782	19.33333333	7.054572733	2.713736236	1.572422156	AP2A1	
MTDH	wt	Q9UPQ0	19	2.056401891	9.812095328	1.583675338	LIMCH1	
MTDH	wt	Q9NR30	16.66666667	8.123842994	2.619989638	1.575826059	DDX21	
MTDH	wt	P63010	16.33333333	6.758513159	2.451671174	1.580955913	AP2B1	
MTDH	wt	Q9NYL9	16.33333333	1.672260645	1.880118831	1.584389157	TMOD3	
MTDH	wt	Q02878	15	4.590728687	2.391831539	1.584962501	RPL6	
MTDH	wt	Q5M775	13.33333333	2.589730462	6.708272075	1.573514741	SPECC1	
MTDH	wt	Q0ZGT2	13	1.532905985	6.829848815	1.576619716	NEXN	
MTDH	wt	Q9Y2D5	12.66666667	2.273664216	3.183210897	1.578225875	AKAP2	
MTDH	wt	P18124	11.66666667	5.146574444	2.069435552	1.566367267	RPL7	
MTDH	wt	P62906	11.66666667	6.625684311	1.803522999	1.577045058	RPL10A	
MTDH	wt	P61313	10	5.495963635	1.542817578	1.580451714	RPL15	
MTDH	wt	Q03426	9.666666667	Inf	NA	1.583340773	MVK	
MTDH	wt	Q9Y4I1	9.666666667	1.560972143	11.42950669	1.583340773	MYO5A	
MTDH	wt	O76021	9	10.70497205	1.73658746	1.56890616	RSL1D1	
MTDH	wt	Q5SSJ5	8.666666667	10.61937615	6.263454509	1.577221668	HP1BP3	
MTDH	wt	O95793	8.333333333	54.49282247	100.0231011	1.570222911	STAU1	
MTDH	wt	Q9UHB9	7	8.483550214	1.715781156	1.575992254	SRP68	
MTDH	wt	Q9Y3B7	6.333333333	21.23257877	19.67472074	1.581411577	MRPL11	
MTDH	wt	Q7L2E3	6	39.19213258	516.517073	1.550496948	DHX30	
MTDH	wt	P51116	5.666666667	21.71279526	23.53460035	1.506104684	FXR2	
MTDH	wt	Q92828	5.666666667	1.664191597	16.82503245	1.567711658	CORO2A	
MTDH	wt	Q12792	5.333333333	2.199707936	8.328731025	1.550597657	TWF1	
MTDH	wt	P62140	5	3.615745501	1.603262064	1.584962501	PPP1CB	
MTDH	wt	Q8TDN6	4.666666667	12.49434493	10.66337978	1.560251865	BRIX1	
MTDH	wt	P14649	4.666666667	2.628821352	7.540456613	1.578392733	MYL6B	
MTDH	wt	P80723	4.666666667	3.39133908	2.184967985	1.560251865	BASP1	
MTDH	wt	Q8WXX5	4.666666667	4.998489589	1.82774216	1.578392733	DNAJC9	
MTDH	wt	Q9Y5B9	4.333333333	8.466990167	44.59690901	1.577759502	SUPT16H	
MTDH	wt	Q08945	4.333333333	7.055546361	20.9088166	1.577759502	SSRP1	
MTDH	wt	Q9NW13	4.333333333	8.851925731	5.906865032	1.553763114	RBM28	
MTDH	wt	P09493	4.333333333	1.819240558	2.659998892	1.553763114	TPM1	
MTDH	wt	O94973	4	26.07725553	2191.39635	1.584962501	AP2A2	
MTDH	wt	Q8N3V7	4	2.057379151	34.79493081	1.559120237	SYNPO	
MTDH	wt	Q8IY81	4	15.24707368	22.29544523	1.559120237	FTSJ3	
MTDH	wt	P09132	4	11.97374729	9.499793966	1.584962501	SRP19	
MTDH	wt	Q96C19	4	2.194934455	6.677602568	1.559120237	EFHD2	
MTDH	wt	Q02218	4	3.226979117	6.483672759	1.559120237	OGDH	
MTDH	wt	O60832	4	8.136450531	3.269073839	1.559120237	DKC1	
MTDH	wt	Q9Y4P3	3.666666667	16.98944207	17.47960842	1.546631615	TBL2	
MTDH	wt	Q8TDD1	3.666666667	7.731699404	8.095219529	1.574627401	DDX54	
MTDH	wt	Q08170	3.666666667	7.155273251	2.794149644	1.574627401	SRSF4	
MTDH	wt	P16989	3.333333333	21.70562984	136.1142001	1.502855774	CSDA	
MTDH	wt	Q9BQ39	3.333333333	21.70562984	136.1142001	1.573355385	DDX50	
MTDH	wt	O75531	3.333333333	2.277688492	5.191341454	1.533396631	BANF1	
MTDH	wt	Q8IY17	3.333333333	4.517536446	2.101114104	1.573355385	PNPLA6	
MTDH	wt	P61158	3.333333333	1.449748035	1.82305213	1.573355385	ACTR3	
MTDH	wt	O15144	3	2.104057102	3.849209642	1.541007871	ARPC2	
MTDH	wt	P53680	3	5.249108143	2.131166683	1.541007871	AP2S1	
MTDH	wt	O94929	3	1.418711856	2.045026876	1.541007871	ABLIM3	
MTDH	wt	P11388	2.666666667	12.29642703	25.1351721	1.566367267	TOP2A	
MTDH	wt	Q9UKD2	2.666666667	4.475730294	3.383131135	1.566367267	MRTO4	
MTDH	wt	Q7Z2W4	2.666666667	5.071683524	2.863957576	1.517528789	ZC3HAV1	
MTDH	wt	P42696	2.333333333	Inf	NA	1.56320209	RBM34	
MTDH	wt	Q15024	2.333333333	Inf	NA	1.56320209	EXOSC7	
MTDH	wt	Q9GZR7	2.333333333	Inf	NA	1.428412468	DDX24	
MTDH	wt	Q9H4G0	2.333333333	Inf	NA	1.428412468	EPB41L1	
MTDH	wt	Q9H6W3	2.333333333	Inf	NA	1.56320209	NO66	
MTDH	wt	Q9Y5S2	2.333333333	6.702215749	25.53812611	1.56320209	CDC42BPB	
MTDH	wt	Q96IZ0	2.333333333	2.36138731	21.13718739	1.56320209	PAWR	
MTDH	wt	Q15397	2.333333333	5.671274322	13.10853445	1.56320209	KIAA0020	
MTDH	wt	Q13310	2.333333333	7.622627657	10.68571954	1.56320209	PABPC4	
MTDH	wt	P13987	2.333333333	2.210621748	2.48256746	1.483355755	CD59	
MTDH	wt	O60264	2	Inf	NA	0.881290899	SMARCA5	
MTDH	wt	Q00577	2	Inf	NA	1.584962501	PURA	
MTDH	wt	Q5C9Z4	2	Inf	NA	0.881290899	NOM1	
MTDH	wt	Q9Y3B9	2	9.167750327	80.93369297	1.584962501	RRP15	
MTDH	wt	O43169	2	7.488207784	24.2722064	1.584962501	CYB5B	
MTDH	wt	O95104	2	12.96237848	14.04798976	1.584962501	SCAF4	
MTDH	wt	Q14677	2	2.984863424	8.548662431	1.493709546	CLINT1	
MTDH	wt	P82650	2	4.505106335	8.087573516	1.493709546	MRPS22	
